Series Name,Series Code,Country Name,Country Code,2020 [YR2020]
"Population, total",SP.POP.TOTL,Syrian Arab Republic,SYR,17500657
"Population, total",SP.POP.TOTL,Tajikistan,TJK,9537642
"Population, total",SP.POP.TOTL,Tanzania,TZA,59734213
"Population, total",SP.POP.TOTL,Thailand,THA,69799978
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,1318442
"Population, total",SP.POP.TOTL,Togo,TGO,8278737
"Population, total",SP.POP.TOTL,Tonga,TON,105697
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1399491
"Population, total",SP.POP.TOTL,Tunisia,TUN,11818618
"Population, total",SP.POP.TOTL,Turkiye,TUR,84339067
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,6031187
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,38718
"Population, total",SP.POP.TOTL,Tuvalu,TUV,11792
"Population, total",SP.POP.TOTL,Uganda,UGA,45741000
"Population, total",SP.POP.TOTL,Ukraine,UKR,44132049
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,9890400
"Population, total",SP.POP.TOTL,United Kingdom,GBR,67081000
"Population, total",SP.POP.TOTL,United States,USA,331501080
"Population, total",SP.POP.TOTL,Uruguay,URY,3473727
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,34232050
"Population, total",SP.POP.TOTL,Vanuatu,VUT,307150
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,28435943
"Population, total",SP.POP.TOTL,Vietnam,VNM,97338583
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,106290
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,4803269
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,29825968
"Population, total",SP.POP.TOTL,Zambia,ZMB,18383956
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,14862927
"Population, total",SP.POP.TOTL,Africa Eastern and Southern,AFE,677243299
"Population, total",SP.POP.TOTL,Africa Western and Central,AFW,458803476
"Population, total",SP.POP.TOTL,Arab World,ARB,436080728
"Population, total",SP.POP.TOTL,Caribbean small states,CSS,7442291
"Population, total",SP.POP.TOTL,Central Europe and the Baltics,CEB,102172351
"Population, total",SP.POP.TOTL,Early-demographic dividend,EAR,3332103561
"Population, total",SP.POP.TOTL,East Asia & Pacific,EAS,2361517682
"Population, total",SP.POP.TOTL,East Asia & Pacific (excluding high income),EAP,2114009483
"Population, total",SP.POP.TOTL,East Asia & Pacific (IDA & IBRD countries),TEA,2088186305
"Population, total",SP.POP.TOTL,Euro area,EMU,342708355
"Population, total",SP.POP.TOTL,Europe & Central Asia,ECS,922976036
"Population, total",SP.POP.TOTL,Europe & Central Asia (excluding high income),ECA,400895993
"Population, total",SP.POP.TOTL,Europe & Central Asia (IDA & IBRD countries),TEC,462100263
"Population, total",SP.POP.TOTL,European Union,EUU,447479493
"Population, total",SP.POP.TOTL,Fragile and conflict affected situations,FCS,960960554
"Population, total",SP.POP.TOTL,Heavily indebted poor countries (HIPC),HPC,823480038
"Population, total",SP.POP.TOTL,High income,HIC,1240684527
"Population, total",SP.POP.TOTL,IBRD only,IBD,4862446431
"Population, total",SP.POP.TOTL,IDA & IBRD total,IBT,6571053159
"Population, total",SP.POP.TOTL,IDA blend,IDB,574159138
"Population, total",SP.POP.TOTL,IDA only,IDX,1134447590
"Population, total",SP.POP.TOTL,IDA total,IDA,1708606728
"Population, total",SP.POP.TOTL,Late-demographic dividend,LTE,2316803603
"Population, total",SP.POP.TOTL,Latin America & Caribbean,LCN,652365260
"Population, total",SP.POP.TOTL,Latin America & Caribbean (excluding high income),LAC,590928198
"Population, total",SP.POP.TOTL,Latin America & the Caribbean (IDA & IBRD countries),TLA,636492840
"Population, total",SP.POP.TOTL,Least developed countries: UN classification,LDC,1057131013
"Population, total",SP.POP.TOTL,Low & middle income,LMY,6494812232
"Population, total",SP.POP.TOTL,Low income,LIC,683532991
"Population, total",SP.POP.TOTL,Lower middle income,LMC,3318682068
"Population, total",SP.POP.TOTL,Middle East & North Africa,MEA,464542370
"Population, total",SP.POP.TOTL,Middle East & North Africa (excluding high income),MNA,396147843
"Population, total",SP.POP.TOTL,Middle East & North Africa (IDA & IBRD countries),TMN,391344574
"Population, total",SP.POP.TOTL,Middle income,MIC,5811279241
"Population, total",SP.POP.TOTL,North America,NAC,369602177
"Population, total",SP.POP.TOTL,Not classified,INX,..
"Population, total",SP.POP.TOTL,OECD members,OED,1372980201
"Population, total",SP.POP.TOTL,Other small states,OSS,31929881
"Population, total",SP.POP.TOTL,Pacific island small states,PSS,2528958
"Population, total",SP.POP.TOTL,Post-demographic dividend,PST,1117278019
"Population, total",SP.POP.TOTL,Pre-demographic dividend,PRE,970795671
"Population, total",SP.POP.TOTL,Small states,SST,41901130
"Population, total",SP.POP.TOTL,South Asia,SAS,1856882402
"Population, total",SP.POP.TOTL,South Asia (IDA & IBRD),TSA,1856882402
"Population, total",SP.POP.TOTL,Sub-Saharan Africa,SSF,1136046775
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (excluding high income),SSA,1135948313
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (IDA & IBRD countries),TSS,1136046775
"Population, total",SP.POP.TOTL,Upper middle income,UMC,2492597173
"Population, total",SP.POP.TOTL,World,WLD,7763932702
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 07/20/2022,,,,
